,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
9932,Skinnar Lars-Gran Arwidson,25.0,180.0,71.0,Sweden,M,SWE,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 20 kilometres,Bronze
9940,Andrey Nikolayevich Aryamnov,20.0,172.0,105.0,Belarus,M,BLR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Gold
9945,Bernard Nii Aryee,19.0,0.0,0.0,Ghana,M,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
9952,Vladimir Ivanovich Arzamaskov,25.0,190.0,87.0,Soviet Union,M,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Bronze
9961,Yevhen Oleksandrovych Arzhanov,24.0,179.0,68.0,Soviet Union,M,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,Silver
9965,Loedmila Arzjannikova,34.0,168.0,62.0,Unified Team,F,EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,Bronze
9971,Mao Asada,19.0,163.0,50.0,Japan,F,JPN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Women's Singles,Silver
9977,Laura Asadauskait-Zadneprovskien,28.0,160.0,49.0,Lithuania,F,LTU,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
9990,Nobuharu Asahara,36.0,179.0,76.0,Japan,M,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
10009,Giorgi Asanidze,25.0,173.0,85.0,Georgia,M,GEO,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
10010,Giorgi Asanidze,28.0,173.0,85.0,Georgia,M,GEO,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
10011,Kevin Yoshimi Asano,25.0,162.0,60.0,United States,M,USA,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,Silver
10026,Isaac Asare,17.0,0.0,0.0,Ghana,M,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
10033,Charles Asati,22.0,178.0,68.0,Kenya,M,KEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
10035,Charles Asati,26.0,178.0,68.0,Kenya,M,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
10038,Nugzar Asatiani,27.0,171.0,71.0,Soviet Union,M,URS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Gold
10046,Karl Gsta sbrink,26.0,0.0,0.0,Sweden,M,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
10047,Karl Gsta sbrink,30.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
10054,Peter Gregory Asch,23.0,188.0,82.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze
10058,Hans-Georg Aschenbach,24.0,175.0,69.0,East Germany,M,GDR,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
10065,Hansjrg Aschenwald,22.0,0.0,0.0,Austria,M,AUT,1988 Winter,1988,Winter,Calgary,Nordic Combined,Nordic Combined Men's Team,Bronze
10069,Sergei Aschwanden,32.0,181.0,92.0,Switzerland,M,SUI,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Bronze
10082,Marko Tapio Asell,26.0,179.0,82.0,Finland,M,FIN,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
10102,Sturla sgeirsson,28.0,182.0,80.0,Iceland,M,ISL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Silver
10103,Mudassar Asghar Saeed,24.0,176.0,74.0,Pakistan,M,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
10104,Mudassar Asghar Saeed,28.0,176.0,74.0,Pakistan,M,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
10110,Temple Withers Ashbrook,36.0,0.0,0.0,Gallant,M,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Silver
10111,Lesley Ashburner,20.0,0.0,0.0,United States,M,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Bronze
10120,Glenn Ashby,30.0,170.0,76.0,Australia,M,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Multihull,Silver
10127,St George Ashe,28.0,0.0,0.0,Great Britain,M,GBR,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Single Sculls,Bronze
10129,"Horace Ashenfelter, III",29.0,178.0,66.0,United States,M,USA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
10134,"Geraldina Rachel ""Dina"" Asher-Smith",20.0,164.0,55.0,Great Britain,F,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
10141,Evelyn Ashford (-Washington),27.0,165.0,52.0,United States,F,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Gold
10142,Evelyn Ashford (-Washington),27.0,165.0,52.0,United States,F,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
10143,Evelyn Ashford (-Washington),31.0,165.0,52.0,United States,F,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Silver
10144,Evelyn Ashford (-Washington),31.0,165.0,52.0,United States,F,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
10146,Evelyn Ashford (-Washington),35.0,165.0,52.0,United States,F,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
10172,"Thomas John Mitchell ""Tom"" Ashley",24.0,188.0,70.0,New Zealand,M,NZL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,Gold
10176,Nickel Ashmeade,26.0,183.0,77.0,Jamaica,M,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
10194,Ruslan Nuraliyevich Ashuraliyev,22.0,174.0,74.0,Soviet Union,M,URS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
10200,Jessica Ashwood,23.0,173.0,64.0,Australia,F,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
10201,"Gerald Howard ""Gerry"" Ashworth",22.0,180.0,75.0,United States,M,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
10202,Jeanne Chesley Ashworth (-Walker-),21.0,157.0,57.0,United States,F,USA,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Women's 500 metres,Bronze
10218,"Alfred Johan ""Alppo"" Asikainen",23.0,0.0,0.0,Finland,M,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Bronze
10222,Dimitra Asilian,32.0,170.0,60.0,Greece,F,GRE,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Silver
10227,Carlo Asinari Di San Marzano,35.0,0.0,0.0,Italy,M,ITA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
10263,Arvo Askola,26.0,174.0,65.0,Finland,M,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",Silver
10268,Khurshid Aslam,24.0,179.0,70.0,Pakistan,M,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
10274,Sardar Mohammad Aslam,0.0,0.0,0.0,India,M,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
10284,Fuad Aslanov,21.0,175.0,74.0,Azerbaijan,M,AZE,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,Bronze
10289,Karl Peter slin,25.0,179.0,79.0,Sweden,M,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
10291,"Kosovare ""Kosse"" Asllani",27.0,166.0,56.0,Sweden,F,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10292,Brahim Asloum,21.0,165.0,48.0,France,M,FRA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Gold
10300,Viktor Karpovich Asmayev,32.0,172.0,71.0,Soviet Union,M,URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
10307,Gunnar Henry Asmussen,24.0,184.0,72.0,Denmark,M,DEN,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
10321,Simon Olof Karl Aspelin,34.0,185.0,79.0,Sweden-2,M,SWE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Silver
10326,Karl-ke Asph,24.0,184.0,72.0,Sweden,M,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
10330,Robert Bain Aspin,36.0,0.0,0.0,Hera-1,M,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 12 metres,Gold
10341,Carl-Erik Asplund,28.0,0.0,0.0,Sweden,M,SWE,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
10348,Valerio Aspromonte,25.0,187.0,84.0,Italy,M,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold
10349,Anatoly Khamidullayevich Asrabayev,23.0,0.0,0.0,Unified Team,M,EUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Running Target, 10 metres",Silver
10372,Sofia Assefa Abebe,24.0,167.0,52.0,Ethiopia,F,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
10391,Jenni Anna Christina Asserholt,17.0,172.0,71.0,Sweden,F,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
10402,"Alina (Galina-) Astafei (-Stavariu, -Kreiig)",23.0,181.0,59.0,Romania,F,ROU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,Silver
10406,Polina Hryhorivna Astakhova,20.0,166.0,56.0,Soviet Union,F,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Gold
10407,Polina Hryhorivna Astakhova,20.0,166.0,56.0,Soviet Union,F,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
10412,Polina Hryhorivna Astakhova,23.0,166.0,56.0,Soviet Union,F,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
10413,Polina Hryhorivna Astakhova,23.0,166.0,56.0,Soviet Union,F,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Gold
10414,Polina Hryhorivna Astakhova,23.0,166.0,56.0,Soviet Union,F,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10416,Polina Hryhorivna Astakhova,23.0,166.0,56.0,Soviet Union,F,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,Gold
10418,Polina Hryhorivna Astakhova,27.0,166.0,56.0,Soviet Union,F,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
10419,Polina Hryhorivna Astakhova,27.0,166.0,56.0,Soviet Union,F,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Gold
10420,Polina Hryhorivna Astakhova,27.0,166.0,56.0,Soviet Union,F,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,Silver
10422,Polina Hryhorivna Astakhova,27.0,166.0,56.0,Soviet Union,F,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,Gold
10426,Igor Vyacheslavovich Astapkovich,29.0,192.0,120.0,Unified Team,M,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,Silver
10428,Igor Vyacheslavovich Astapkovich,37.0,192.0,120.0,Belarus,M,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,Bronze
10430,Vladimir Aleksandrovich Astapovsky,30.0,186.0,82.0,Soviet Union,M,URS,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Bronze
10438,"Andrew ""Andy"" Astbury",23.0,185.0,81.0,Great Britain,M,GBR,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
10446,Gunnar Anton Edvard Asther,40.0,0.0,0.0,Swedish Star,M,SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,Bronze
10452,Mark Astley,24.0,180.0,84.0,Canada,M,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10460,John Jacob Astor,21.0,0.0,0.0,Great Britain,M,GBR,1908 Summer,1908,Summer,London,Racquets,Racquets Men's Singles,Bronze
10461,John Jacob Astor,21.0,0.0,0.0,Great Britain-1,M,GBR,1908 Summer,1908,Summer,London,Racquets,Racquets Men's Doubles,Gold
10466,Heidi Astrup,24.0,0.0,0.0,Denmark,F,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold
10482,rad Suleyman Aumova,46.0,158.0,57.0,Azerbaijan,F,AZE,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
10496,Halina Aszkieowicz (-Wojno),21.0,179.0,70.0,Poland,F,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Bronze
10508,Mahmut Atalay,34.0,171.0,78.0,Turkey,M,TUR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
10510,Adil Atan,23.0,190.0,0.0,Turkey,M,TUR,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
10515,Aleksandar Atanackovi,28.0,0.0,0.0,Yugoslavia,M,YUG,1948 Summer,1948,Summer,London,Football,Football Men's Football,Silver
10574,Vyacheslav Vladimirovich Atavin,21.0,199.0,93.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Gold
10576,Abbos Atayev,26.0,186.0,75.0,Uzbekistan,M,UZB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Middleweight,Bronze
10602,Mikul Athanasov,21.0,0.0,0.0,Czechoslovakia,M,TCH,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
10615,Manzoor Hussain Atif,28.0,187.0,73.0,Pakistan,M,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
10616,Manzoor Hussain Atif,31.0,187.0,73.0,Pakistan,M,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
10617,Manzoor Hussain Atif,36.0,187.0,73.0,Pakistan,M,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
10618,Celal Atik (Doan-),0.0,0.0,74.0,Turkey,M,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
10623,Joseph Atiyeh,27.0,0.0,82.0,Syria,M,SYR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
10624,Charles Sydney Atkin,31.0,0.0,0.0,Great Britain,M,GBR,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Gold
10634,"Gillian ""Jill"" Atkins",29.0,165.0,65.0,Great Britain,F,GBR,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Bronze
10657,"James Neil ""Jim"" Atkinson",23.0,0.0,0.0,United States-1,M,USA,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Four,Silver
10666,"Sidney James Montford ""Sid"" Atkinson",23.0,186.0,76.0,South Africa,M,RSA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Silver
10668,"Sidney James Montford ""Sid"" Atkinson",27.0,186.0,76.0,South Africa,M,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Gold
10669,Arnr Atlason,24.0,191.0,91.0,Iceland,M,ISL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Silver
10675,smet Atl,0.0,173.0,0.0,Turkey,M,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
10715,"Robert Allan ""Bob"" Attersley",26.0,178.0,74.0,Canada,M,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10725,Francesco Attolico,29.0,193.0,85.0,Italy,M,ITA,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
10726,Francesco Attolico,33.0,193.0,85.0,Italy,M,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
10732,Louis Mark Attrill,25.0,193.0,95.0,Great Britain,M,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
10734,"William Dunbar ""Willie"" Attrill",0.0,0.0,0.0,Union des Socits Franais de Sports Athletiques,M,FRA,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
10738,Paul Jason Attwood,28.0,180.0,97.0,Great Britain,M,GBR,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,Bronze
10748,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,United States,F,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Backstroke,Bronze
10749,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,United States,F,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,Silver
10750,"Susanne Jean ""Susie"" Atwood",19.0,170.0,66.0,United States,F,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
10751,Fernando Atzori,22.0,158.0,51.0,Italy,M,ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,Gold
10801,Susan Margaret Auch,27.0,172.0,65.0,Canada,F,CAN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,Silver
10803,Susan Margaret Auch,31.0,172.0,65.0,Canada,F,CAN,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,Silver
10808,Adrian Mark Aucoin,20.0,188.0,94.0,Canada,M,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10833,Gordon Vernon Audley,23.0,0.0,0.0,Canada,M,CAN,1952 Winter,1952,Winter,Oslo,Speed Skating,Speed Skating Men's 500 metres,Bronze
10838,Musa Audu,24.0,174.0,75.0,Nigeria,M,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
10841,Gerhard Auer,29.0,189.0,95.0,West Germany,M,FRG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Fours,Gold
10846,"Victor Lee ""Vic"" Auer",35.0,175.0,73.0,United States,M,USA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver
10850,Ingrid Auerswald-Lange (Brestrich-),22.0,168.0,58.0,East Germany,F,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres,Bronze
10851,Ingrid Auerswald-Lange (Brestrich-),22.0,168.0,58.0,East Germany,F,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
10852,Ingrid Auerswald-Lange (Brestrich-),31.0,168.0,58.0,East Germany,F,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
10853,Hermann Heinrich Gottfried Johann auf der Heide,25.0,0.0,0.0,Germany,M,GER,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver
10854,Alfred Aufdenblatten,26.0,0.0,0.0,Switzerland,M,SUI,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Gold
10862,Sandra Auffarth,25.0,170.0,57.0,Germany,F,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
10863,Sandra Auffarth,25.0,170.0,57.0,Germany,F,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
10865,Sandra Auffarth,29.0,170.0,57.0,Germany,F,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
10868,Andr Auffray,23.0,0.0,0.0,France,M,FRA,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
10870,Andr Auffray,23.0,0.0,0.0,France,M,FRA,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's 5,000 metres",Bronze
10873,Inger Reidun Aufles (Dving-),26.0,165.0,54.0,Norway,F,NOR,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
10874,Inger Reidun Aufles (Dving-),26.0,165.0,54.0,Norway,F,NOR,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
10877,Inger Reidun Aufles (Dving-),30.0,165.0,54.0,Norway,F,NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
10898,Stacey Orlando Augmon,20.0,200.0,87.0,United States,M,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
10906,Josef Augusta,29.0,179.0,86.0,Czechoslovakia,M,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10907,Patrik Augusta,22.0,178.0,77.0,Czechoslovakia,M,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
10911,Louis Albert Auguste-Dormeuil (Dormeuil-),31.0,0.0,0.0,Carabinier-15,M,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Gold
10917,Ludovic C. Augustin,0.0,0.0,0.0,Haiti,M,HAI,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Bronze
10928,Seimone Delicia Augustus,24.0,183.0,74.0,United States,F,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
10929,Seimone Delicia Augustus,28.0,183.0,74.0,United States,F,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
10930,Seimone Delicia Augustus,32.0,183.0,74.0,United States,F,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
10939,Klaus Auhuber,24.0,186.0,88.0,West Germany,M,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
10942,Apti Khamzatovich Aukhadov,19.0,178.0,85.0,Russia,M,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
10946,Anders Aukland,29.0,181.0,72.0,Norway,M,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
10957,Garnet Walter Ault,22.0,0.0,0.0,Canada,M,CAN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
10961,Gaston Achille Louis Aumoitte,15.0,0.0,0.0,France,M,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",Gold
10962,Gaston Achille Louis Aumoitte,15.0,0.0,0.0,France,M,FRA,1900 Summer,1900,Summer,Paris,Croquet,Croquet Mixed Doubles,Gold
10964,Rein Aun,24.0,189.0,88.0,Soviet Union,M,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Silver
10967,Ove Robert Aunli,23.0,183.0,75.0,Norway,M,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
10969,Ove Robert Aunli,23.0,183.0,75.0,Norway,M,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
10978,Berit Kristine Aunli-Kvello,23.0,170.0,56.0,Norway,F,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
10979,Berit Kristine Aunli-Kvello,27.0,170.0,56.0,Norway,F,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
10981,Berit Kristine Aunli-Kvello,27.0,170.0,56.0,Norway,F,NOR,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
10986,Aldo Aureggi,28.0,0.0,0.0,Italy,M,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",Silver
