State,District,Type_of_Crime,Crime,Count
Madhya Pradesh,SAGAR,Negligence,Causing_Death_By_Negligence,2380
Madhya Pradesh,SAGAR,Trust/Deception Crime,Cheating,2338
Madhya Pradesh,SAGAR,Violent Crime,Riots,2000
Madhya Pradesh,SAGAR,Sexual Crime,Other_Rape,1559
Madhya Pradesh,SAGAR,Violent Crime,Attempt_To_Murder,1498
Madhya Pradesh,SAGAR,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,1355
Madhya Pradesh,SAGAR,Sexual Crime,Insult_To_Modesty_Of_Women,653
Madhya Pradesh,SAGAR,Trust/Deception Crime,Criminal_Breach_Of_Trust,534
Madhya Pradesh,SAGAR,Sexual Crime,Rape,521
Madhya Pradesh,SAGAR,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,480
Madhya Pradesh,SAGAR,Property Crime,Preparation_And_Assembly_For_Dacoity,392
Madhya Pradesh,SAGAR,Family-Related Crime,Dowry_Deaths,322
Madhya Pradesh,SAGAR,Violent Crime,Murder,267
Madhya Pradesh,SAGAR,Kidnapping/Abduction,Kidnapping_And_Abduction,183
Madhya Pradesh,SAGAR,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,171
Madhya Pradesh,SAGAR,Trust/Deception Crime,Counterfieting,39
Madhya Pradesh,SAGAR,Other,Importation_Of_Girls_From_Foreign_Countries,0
Madhya Pradesh,SAGAR,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,HYDERABAD CITY,Property Crime,Theft,20872
Andhra Pradesh,HYDERABAD CITY,Violent Crime,Hurt/Grevious_Hurt,17067
Andhra Pradesh,HYDERABAD CITY,Property Crime,Other_Theft,12658
Andhra Pradesh,HYDERABAD CITY,Property Crime,Auto_Theft,8214
Andhra Pradesh,HYDERABAD CITY,Trust/Deception Crime,Cheating,6811
Andhra Pradesh,HYDERABAD CITY,Property Crime,Burglary,5811
Andhra Pradesh,HYDERABAD CITY,Family-Related Crime,Cruelty_By_Husband_Or_His_Relatives,4669
Andhra Pradesh,HYDERABAD CITY,Negligence,Causing_Death_By_Negligence,2812
Andhra Pradesh,HYDERABAD CITY,Violent Crime,Riots,1673
Andhra Pradesh,HYDERABAD CITY,Sexual Crime,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,1466
Andhra Pradesh,HYDERABAD CITY,Sexual Crime,Insult_To_Modesty_Of_Women,1054
Andhra Pradesh,HYDERABAD CITY,Violent Crime,Attempt_To_Murder,755
Andhra Pradesh,HYDERABAD CITY,Sexual Crime,Other_Rape,548
Andhra Pradesh,HYDERABAD CITY,Trust/Deception Crime,Criminal_Breach_Of_Trust,493
Andhra Pradesh,HYDERABAD CITY,Violent Crime,Murder,382
Andhra Pradesh,HYDERABAD CITY,Kidnapping/Abduction,Kidnapping_And_Abduction,381
Andhra Pradesh,HYDERABAD CITY,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,379
Andhra Pradesh,HYDERABAD CITY,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,286
Andhra Pradesh,HYDERABAD CITY,Property Crime,Robbery,255
Andhra Pradesh,HYDERABAD CITY,Sexual Crime,Rape,180
Andhra Pradesh,HYDERABAD CITY,Family-Related Crime,Dowry_Deaths,174
Andhra Pradesh,HYDERABAD CITY,Trust/Deception Crime,Counterfieting,101
Andhra Pradesh,HYDERABAD CITY,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,42
Andhra Pradesh,HYDERABAD CITY,Other,Importation_Of_Girls_From_Foreign_Countries,2
Andhra Pradesh,HYDERABAD CITY,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,MEDAK,Property Crime,Theft,22342
Andhra Pradesh,MEDAK,Property Crime,Other_Theft,13472
Andhra Pradesh,MEDAK,Violent Crime,Hurt/Grevious_Hurt,10968
Andhra Pradesh,MEDAK,Property Crime,Auto_Theft,8870
Andhra Pradesh,MEDAK,Property Crime,Burglary,5547
Andhra Pradesh,MEDAK,Trust/Deception Crime,Cheating,3811
Andhra Pradesh,MEDAK,Negligence,Causing_Death_By_Negligence,2734
Andhra Pradesh,MEDAK,Violent Crime,Riots,2688
Andhra Pradesh,MEDAK,Family-Related Crime,Cruelty_By_Husband_Or_His_Relatives,2124
Andhra Pradesh,MEDAK,Sexual Crime,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,1591
Andhra Pradesh,MEDAK,Trust/Deception Crime,Criminal_Breach_Of_Trust,862
Andhra Pradesh,MEDAK,Violent Crime,Attempt_To_Murder,703
Andhra Pradesh,MEDAK,Sexual Crime,Insult_To_Modesty_Of_Women,597
Andhra Pradesh,MEDAK,Sexual Crime,Other_Rape,591
Andhra Pradesh,MEDAK,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,478
Andhra Pradesh,MEDAK,Property Crime,Preparation_And_Assembly_For_Dacoity,186
Andhra Pradesh,MEDAK,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,157
Andhra Pradesh,MEDAK,Family-Related Crime,Dowry_Deaths,130
Andhra Pradesh,MEDAK,Trust/Deception Crime,Counterfieting,120
Andhra Pradesh,MEDAK,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,33
Andhra Pradesh,MEDAK,Sexual Crime,Rape,16
Andhra Pradesh,MEDAK,Violent Crime,Murder,4
Andhra Pradesh,MEDAK,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,MEDAK,Other,Importation_Of_Girls_From_Foreign_Countries,0
Andhra Pradesh,MEDAK,Kidnapping/Abduction,Kidnapping_And_Abduction,0
Andhra Pradesh,GUNTUR,Property Crime,Theft,17585
Andhra Pradesh,GUNTUR,Violent Crime,Hurt/Grevious_Hurt,12359
Andhra Pradesh,GUNTUR,Property Crime,Other_Theft,11449
Andhra Pradesh,GUNTUR,Property Crime,Auto_Theft,6136
Andhra Pradesh,GUNTUR,Property Crime,Burglary,5958
Andhra Pradesh,GUNTUR,Trust/Deception Crime,Cheating,4237
Andhra Pradesh,GUNTUR,Negligence,Causing_Death_By_Negligence,2501
Andhra Pradesh,GUNTUR,Sexual Crime,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,2327
Andhra Pradesh,GUNTUR,Family-Related Crime,Cruelty_By_Husband_Or_His_Relatives,2325
Andhra Pradesh,GUNTUR,Violent Crime,Riots,1913
Andhra Pradesh,GUNTUR,Trust/Deception Crime,Criminal_Breach_Of_Trust,998
Andhra Pradesh,GUNTUR,Sexual Crime,Other_Rape,812
Andhra Pradesh,GUNTUR,Violent Crime,Attempt_To_Murder,762
Andhra Pradesh,GUNTUR,Sexual Crime,Insult_To_Modesty_Of_Women,610
Andhra Pradesh,GUNTUR,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,551
Andhra Pradesh,GUNTUR,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,208
Andhra Pradesh,GUNTUR,Family-Related Crime,Dowry_Deaths,147
Andhra Pradesh,GUNTUR,Trust/Deception Crime,Counterfieting,83
Andhra Pradesh,GUNTUR,Property Crime,Preparation_And_Assembly_For_Dacoity,55
Andhra Pradesh,GUNTUR,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,45
Andhra Pradesh,GUNTUR,Sexual Crime,Rape,14
Andhra Pradesh,GUNTUR,Violent Crime,Murder,6
Andhra Pradesh,GUNTUR,Kidnapping/Abduction,Kidnapping_And_Abduction,1
Andhra Pradesh,GUNTUR,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,GUNTUR,Other,Importation_Of_Girls_From_Foreign_Countries,0
Andhra Pradesh,CUDDAPAH,Property Crime,Theft,16740
Andhra Pradesh,CUDDAPAH,Violent Crime,Hurt/Grevious_Hurt,13800
Andhra Pradesh,CUDDAPAH,Property Crime,Other_Theft,11136
Andhra Pradesh,CUDDAPAH,Property Crime,Auto_Theft,5604
Andhra Pradesh,CUDDAPAH,Property Crime,Burglary,5144
Andhra Pradesh,CUDDAPAH,Trust/Deception Crime,Cheating,3035
Andhra Pradesh,CUDDAPAH,Negligence,Causing_Death_By_Negligence,2835
Andhra Pradesh,CUDDAPAH,Family-Related Crime,Cruelty_By_Husband_Or_His_Relatives,2502
Andhra Pradesh,CUDDAPAH,Violent Crime,Riots,2426
Andhra Pradesh,CUDDAPAH,Sexual Crime,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,2168
Andhra Pradesh,CUDDAPAH,Trust/Deception Crime,Criminal_Breach_Of_Trust,972
Andhra Pradesh,CUDDAPAH,Violent Crime,Attempt_To_Murder,887
Andhra Pradesh,CUDDAPAH,Sexual Crime,Other_Rape,794
Andhra Pradesh,CUDDAPAH,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,552
Andhra Pradesh,CUDDAPAH,Sexual Crime,Insult_To_Modesty_Of_Women,548
Andhra Pradesh,CUDDAPAH,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,171
Andhra Pradesh,CUDDAPAH,Family-Related Crime,Dowry_Deaths,169
Andhra Pradesh,CUDDAPAH,Violent Crime,Murder,115
Andhra Pradesh,CUDDAPAH,Kidnapping/Abduction,Kidnapping_And_Abduction,77
Andhra Pradesh,CUDDAPAH,Trust/Deception Crime,Counterfieting,69
Andhra Pradesh,CUDDAPAH,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,64
Andhra Pradesh,CUDDAPAH,Property Crime,Preparation_And_Assembly_For_Dacoity,55
Andhra Pradesh,CUDDAPAH,Sexual Crime,Rape,36
Andhra Pradesh,CUDDAPAH,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,CUDDAPAH,Other,Importation_Of_Girls_From_Foreign_Countries,0
Andhra Pradesh,VISAKHA RURAL,Property Crime,Theft,19670
Andhra Pradesh,VISAKHA RURAL,Property Crime,Other_Theft,11005
Andhra Pradesh,VISAKHA RURAL,Violent Crime,Hurt/Grevious_Hurt,10324
Andhra Pradesh,VISAKHA RURAL,Property Crime,Auto_Theft,8665
Andhra Pradesh,VISAKHA RURAL,Property Crime,Burglary,5265
Andhra Pradesh,VISAKHA RURAL,Trust/Deception Crime,Cheating,3173
Andhra Pradesh,VISAKHA RURAL,Negligence,Causing_Death_By_Negligence,2105
Andhra Pradesh,VISAKHA RURAL,Violent Crime,Riots,1582
Andhra Pradesh,VISAKHA RURAL,Family-Related Crime,Cruelty_By_Husband_Or_His_Relatives,1378
Andhra Pradesh,VISAKHA RURAL,Sexual Crime,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,1170
Andhra Pradesh,VISAKHA RURAL,Violent Crime,Attempt_To_Murder,779
Andhra Pradesh,VISAKHA RURAL,Sexual Crime,Other_Rape,480
Andhra Pradesh,VISAKHA RURAL,Trust/Deception Crime,Criminal_Breach_Of_Trust,432
Andhra Pradesh,VISAKHA RURAL,Sexual Crime,Insult_To_Modesty_Of_Women,294
Andhra Pradesh,VISAKHA RURAL,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Women_And_Girls,252
Andhra Pradesh,VISAKHA RURAL,Kidnapping/Abduction,Kidnapping_And_Abduction_Of_Others,199
Andhra Pradesh,VISAKHA RURAL,Family-Related Crime,Dowry_Deaths,142
Andhra Pradesh,VISAKHA RURAL,Trust/Deception Crime,Counterfieting,137
Andhra Pradesh,VISAKHA RURAL,Property Crime,Preparation_And_Assembly_For_Dacoity,127
Andhra Pradesh,VISAKHA RURAL,Violent Crime,Culpable_Homicide_Not_Amounting_To_Murder,34
Andhra Pradesh,VISAKHA RURAL,Sexual Crime,Rape,11
Andhra Pradesh,VISAKHA RURAL,Violent Crime,Murder,3
Andhra Pradesh,VISAKHA RURAL,Sexual Crime,Custodial_Rape,0
Andhra Pradesh,VISAKHA RURAL,Other,Importation_Of_Girls_From_Foreign_Countries,0
Andhra Pradesh,VISAKHA RURAL,Kidnapping/Abduction,Kidnapping_And_Abduction,0
